legacyPath,legacyStatus,auditClassification,cutoverDecision,targetPath,confidence,title,notes
/profile/,200,preserve_or_map,native_react_route,/profile,high,Sign in | WAKILISHA,Exact route exists in current React prerender output.
/promoting-music-on-tiktok-and-social-media/,200,preserve_or_map,redirect_to_react_route,/magazine/promoting-music-on-tiktok-and-social-media,high,Promoting Music on TikTok and Other Social Platforms | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/public-profile/,200,preserve_or_map,redirect_to_react_route,/profile,high,Profile | WAKILISHA,Known legacy static/account route has a matching React destination.
/registry/,200,preserve_or_map,redirect_to_react_route,/charts,high,The Registry© | WAKILISHA,Known legacy static/account route has a matching React destination.
/review-of-kizazi-moto-by-kizazi-moto/,200,preserve_or_map,redirect_to_react_route,/magazine/review-of-kizazi-moto-by-kizazi-moto,high,Fire Meets Fire: A Review of Kizazi Moto by Kizazi Moto | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/science-and-technology/,200,preserve_or_map,manual_review,/magazine,low,Science and Technology | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
/settings/,200,preserve_or_map,manual_review,/settings,medium,Sign in | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
/short-stories/,200,preserve_or_map,manual_review,/magazine,low,Short Stories | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
/short-walk-through-maasai-market/,200,preserve_or_map,redirect_to_react_route,/magazine/short-walk-through-maasai-market,high,A Short Walk Through Maasai Market | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/should-you-read-african-fiction/,200,preserve_or_map,redirect_to_react_route,/magazine/should-you-read-african-fiction,high,Should You be Reading African Fiction? 3 Stories That Say &#039;Absolutely&#039; | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/should-you-read-african-fiction/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/so-you-are-crying-in-a-matatu/,200,preserve_or_map,redirect_to_react_route,/magazine/so-you-are-crying-in-a-matatu,high,So you&#039;re crying in a matatu | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/sports/,200,preserve_or_map,manual_review,/magazine,low,Sports | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
/spotlight-on-kenyan-literature-in-2023/,200,preserve_or_map,redirect_to_react_route,/magazine/spotlight-on-kenyan-literature-in-2023,high,Spotlight on Kenyan Literature in 2023 | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/stomach-infrastructure-2-0-how-digital-politics-feeds-hunger/,200,preserve_or_map,redirect_to_react_route,/magazine/stomach-infrastructure-2-0-how-digital-politics-feeds-hunger,high,Stomach Infrastructure 2.0: How Digital Politics Feeds Hunger | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/tag/2026/,200,preserve_or_map,manual_review,/search?tag=2026,low,2026 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/2026/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/4mr-frank-white/,200,preserve_or_map,manual_review,/search?tag=4mr-frank-white,low,4mr Frank White | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/4mr-frank-white/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/60-nozzles/,200,preserve_or_map,manual_review,/search?tag=60-nozzles,low,60 Nozzles | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/60-nozzles/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/8-4-4/,200,preserve_or_map,manual_review,/search?tag=8-4-4,low,8-4-4 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/8-4-4/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/8th-street-gang/,200,preserve_or_map,manual_review,/search?tag=8th-street-gang,low,8th Street Gang | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/8th-street-gang/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/a-grain-of-wheat/,200,preserve_or_map,manual_review,/search?tag=a-grain-of-wheat,low,A Grain of Wheat | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/a-grain-of-wheat/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/a-nurse-toto/,200,preserve_or_map,manual_review,/search?tag=a-nurse-toto,low,A Nurse Toto | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/a-nurse-toto/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/aahil/,200,preserve_or_map,manual_review,/search?tag=aahil,low,Aahil | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/aahil/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/aaron-rimbui/,200,preserve_or_map,manual_review,/search?tag=aaron-rimbui,low,Aaron Rimbui | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/aaron-rimbui/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ababu-namwamba/,200,preserve_or_map,manual_review,/search?tag=ababu-namwamba,low,Ababu Namwamba | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ababu-namwamba/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/abas-k%eb%ab%bf/,200,preserve_or_map,manual_review,/search?tag=abas-k%25eb%25ab%25bf,low,Abas K뫿 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/abas-kubaff/,404,legacy_404,intentional_404,,high,Oh no! The page you want is still being created. You could wait here till it&#039;s done or you can do something else… |…,Already 404 on legacy site. Preserve as intentional 404 unless product decides otherwise.
/tag/abas-kubaff/feed/,404,legacy_404,intentional_404,,high,,Already 404 on legacy site. Preserve as intentional 404 unless product decides otherwise.
/tag/abbas-k%eb%ab%bf/,200,preserve_or_map,manual_review,/search?tag=abbas-k%25eb%25ab%25bf,low,Abbas K뫿 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/abbas-kubaff/,404,legacy_404,intentional_404,,high,Oh no! The page you want is still being created. You could wait here till it&#039;s done or you can do something else… |…,Already 404 on legacy site. Preserve as intentional 404 unless product decides otherwise.
/tag/abbas-kubaff/feed/,404,legacy_404,intentional_404,,high,,Already 404 on legacy site. Preserve as intentional 404 unless product decides otherwise.
/tag/abubakar-majid/,200,preserve_or_map,manual_review,/search?tag=abubakar-majid,low,Abubakar Majid | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/abubakar-majid/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/accessibility/,200,preserve_or_map,manual_review,/search?tag=accessibility,low,Accessibility | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/accessibility/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/across-the-bridge/,200,preserve_or_map,manual_review,/search?tag=across-the-bridge,low,Across The Bridge | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/across-the-bridge/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/act-of-love/,200,preserve_or_map,manual_review,/search?tag=act-of-love,low,Act Of Love | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/act-of-love/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ado-veli/,200,preserve_or_map,manual_review,/search?tag=ado-veli,low,Ado Veli | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ado-veli/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/adobe/,200,preserve_or_map,manual_review,/search?tag=adobe,low,Adobe | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/adobe/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/afcfta/,200,preserve_or_map,manual_review,/search?tag=afcfta,low,AfCFTA | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/afcfta/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/affordable-art-show/,200,preserve_or_map,manual_review,/search?tag=affordable-art-show,low,Affordable Art Show | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/affordable-art-show/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/africa/,200,preserve_or_map,manual_review,/search?tag=africa,low,Africa | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/africa/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/african-continental-free-trade-area/,200,preserve_or_map,manual_review,/search?tag=african-continental-free-trade-area,low,African Continental Free Trade Area | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/african-continental-free-trade-area/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/african-fiction/,200,preserve_or_map,manual_review,/search?tag=african-fiction,low,African Fiction | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/african-fiction/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/african-music/,200,preserve_or_map,manual_review,/search?tag=african-music,low,African Music | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/african-music/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/afro-house/,200,preserve_or_map,manual_review,/search?tag=afro-house,low,Afro House | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/afro-house/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/afrobeat/,200,preserve_or_map,manual_review,/search?tag=afrobeat,low,Afrobeat | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/afrobeat/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/afroelle-magazine/,200,preserve_or_map,manual_review,/search?tag=afroelle-magazine,low,Afroelle Magazine | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/afroelle-magazine/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/afrofuturism/,200,preserve_or_map,manual_review,/search?tag=afrofuturism,low,Afrofuturism | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/afrofuturism/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/afrohouse/,200,preserve_or_map,manual_review,/search?tag=afrohouse,low,Afrohouse | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/afronautiq/,200,preserve_or_map,manual_review,/search?tag=afronautiq,low,AfroNautiq | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/afronautiq/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/agent-mgumbe/,200,preserve_or_map,manual_review,/search?tag=agent-mgumbe,low,Agent Mgumbe | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/agent-mgumbe/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ajay/,200,preserve_or_map,manual_review,/search?tag=ajay,low,Ajay | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ajay/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/akan-drum/,200,preserve_or_map,manual_review,/search?tag=akan-drum,low,Akan Drum | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/akan-drum/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/akoth-jumadi/,200,preserve_or_map,manual_review,/search?tag=akoth-jumadi,low,Akoth Jumadi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/akoth-jumadi/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/al-jean/,200,preserve_or_map,manual_review,/search?tag=al-jean,low,Al Jean | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/al-jean/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/alantra-official/,200,preserve_or_map,manual_review,/search?tag=alantra-official,low,Alantra Official | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/alantra-official/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/album-review/,200,preserve_or_map,manual_review,/search?tag=album-review,low,Album Review | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/album-review/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/album-review/page/2/,200,preserve_or_map,manual_review,/search?tag=album-review,low,Album Review | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/alex-mawimbi/,200,preserve_or_map,manual_review,/search?tag=alex-mawimbi,low,Alex Mawimbi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/alex-mawimbi/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/alfred-international/,200,preserve_or_map,manual_review,/search?tag=alfred-international,low,Alfred International | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/alfred-international/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/algorithms/,200,preserve_or_map,manual_review,/search?tag=algorithms,low,Algorithms | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/algorithms/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/alliance-francaise-de-nairobi/,200,preserve_or_map,manual_review,/search?tag=alliance-francaise-de-nairobi,low,Alliance Française de Nairobi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/alliance-francaise-de-nairobi/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/allianz-direct/,200,preserve_or_map,manual_review,/search?tag=allianz-direct,low,Allianz Direct | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/allianz-direct/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ally-fresh/,200,preserve_or_map,manual_review,/search?tag=ally-fresh,low,Ally Fresh | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ally-fresh/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/amapiano/,200,preserve_or_map,manual_review,/search?tag=amapiano,low,Amapiano | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/amapiano/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/aminata/,200,preserve_or_map,manual_review,/search?tag=aminata,low,Aminata | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/aminata/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/angry-panda-clan/,200,preserve_or_map,manual_review,/search?tag=angry-panda-clan,low,Angry Panda Clan | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/angry-panda-clan/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/animation/,200,preserve_or_map,manual_review,/search?tag=animation,low,Animation | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/animation/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/anrey/,200,preserve_or_map,manual_review,/search?tag=anrey,low,Anrey | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/anrey/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/anyango-mpinga/,200,preserve_or_map,manual_review,/search?tag=anyango-mpinga,low,Anyango Mpinga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/anyango-mpinga/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/apesi/,200,preserve_or_map,manual_review,/search?tag=apesi,low,Apesi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/apesi/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/apple-music/,200,preserve_or_map,manual_review,/search?tag=apple-music,low,Apple Music | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/apple-music/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/arbantone/,200,preserve_or_map,manual_review,/search?tag=arbantone,low,Arbantone | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/arbantone/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/architecture/,200,preserve_or_map,manual_review,/search?tag=architecture,low,Architecture | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/architecture/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/aress-66/,200,preserve_or_map,manual_review,/search?tag=aress-66,low,Aress 66 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/aress-66/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/arlen-dilsizian/,200,preserve_or_map,manual_review,/search?tag=arlen-dilsizian,low,Arlen Dilsizian | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/arlen-dilsizian/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/arlene-wandera/,200,preserve_or_map,manual_review,/search?tag=arlene-wandera,low,Arlene Wandera | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/arlene-wandera/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/arrow-boy/,200,preserve_or_map,manual_review,/search?tag=arrow-boy,low,Arrow Boy | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/arrow-boy/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/artificial-intelligence/,200,preserve_or_map,manual_review,/search?tag=artificial-intelligence,low,Artificial Intelligence | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/artificial-intelligence/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/assistive-technology/,200,preserve_or_map,manual_review,/search?tag=assistive-technology,low,Assistive Technology | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/assistive-technology/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/atemi-oyungu/,200,preserve_or_map,manual_review,/search?tag=atemi-oyungu,low,Atemi Oyungu | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/atemi-oyungu/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/athens/,200,preserve_or_map,manual_review,/search?tag=athens,low,Athens | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/athens/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/athletics/,200,preserve_or_map,manual_review,/search?tag=athletics,low,Athletics | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/athletics/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/atmos-blaq/,200,preserve_or_map,manual_review,/search?tag=atmos-blaq,low,Atmos Blaq | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/atmos-blaq/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ato-malinda/,200,preserve_or_map,manual_review,/search?tag=ato-malinda,low,Ato Malinda | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ato-malinda/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/axel-lussiez/,200,preserve_or_map,manual_review,/search?tag=axel-lussiez,low,Axel Lussiez | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/axel-lussiez/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ayra-starr/,200,preserve_or_map,manual_review,/search?tag=ayra-starr,low,Ayra Starr | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ayra-starr/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ayrosh/,200,preserve_or_map,manual_review,/search?tag=ayrosh,low,Ayrosh | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ayrosh/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/ayub-ogada/,200,preserve_or_map,manual_review,/search?tag=ayub-ogada,low,Ayub Ogada | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ayub-ogada/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/azziad-nasenya/,200,preserve_or_map,manual_review,/search?tag=azziad-nasenya,low,Azziad Nasenya | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/azziad-nasenya/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bahati/,200,preserve_or_map,manual_review,/search?tag=bahati,low,Bahati | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/bahati/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bakone/,200,preserve_or_map,manual_review,/search?tag=bakone,low,Bakone | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/bakone/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bali/,200,preserve_or_map,manual_review,/search?tag=bali,low,Bali | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/bali/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bankslave/,200,preserve_or_map,manual_review,/search?tag=bankslave,low,Bankslave | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/bankslave/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bantu/,200,preserve_or_map,manual_review,/search?tag=bantu,low,Bantu | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/bantu/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/baraza/,200,preserve_or_map,manual_review,/search?tag=baraza,low,Baraza | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/baraza/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bare-sessions/,200,preserve_or_map,manual_review,/search?tag=bare-sessions,low,BARE SESSIONS | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/bare-sessions/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bayanni/,200,preserve_or_map,manual_review,/search?tag=bayanni,low,Bayanni | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/bayanni/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/beef/,200,preserve_or_map,manual_review,/search?tag=beef,low,Beef | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ben-cyco/,200,preserve_or_map,manual_review,/search?tag=ben-cyco,low,Ben Cyco | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/ben-cyco/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/beneath-the-baobabs-festival/,200,preserve_or_map,manual_review,/search?tag=beneath-the-baobabs-festival,low,Beneath The Baobabs Festival | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/beneath-the-baobabs-festival/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/benga/,200,preserve_or_map,manual_review,/search?tag=benga,low,Benga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
/tag/benga/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/tag/bensoul/,200,preserve_or_map,manual_review,/search?tag=bensoul,low,Bensoul | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
